0.0,1.2,2.8,4.1,5.0,5.6,5.9,5.6,5.3,4.4,3.4,2.2,0.6
2.8,3.1,2.8,2.2,0.9,-0.6,-2.5,-4.1,-5.6,-6.6,-7.2,-6.6,-5.3
-8.1,-6.9,-5.6,-4.7,-3.4,-2.2,-0.9,0.3,1.6,2.5,3.8,5.0,6.2
